stop_lat,zone_id,stop_lon,stop_id,stop_desc,stop_name,location_type,stop_code
38.577667,,-90.116959,15267,NEAR SIDE MOUSETTE LN @ MARKET ST NB,MOUSETTE LN @ MARKET ST NB,0,15267
38.736972,,-90.226187,6796,FAR SIDE BELLEFONTAINE RD @ ST CYR NB,BELLEFONTAINE RD @ ST CYR NB,0,6796
38.741343,,-90.22565,6797,NEAR SIDE BELLEFONTAINE RD @ ZELLWEGER NB,BELLEFONTAINE RD @ ZELLWEGER NB,0,6797
38.733593,,-90.227047,6794,FAR SIDE BELLEFONTAINE RD @ TEURVILLE NB,BELLEFONTAINE RD @ TEURVILLE NB,0,6794
38.730989,,-90.227764,6793,FAR SIDE BELLEFONTAINE RD @ FONTAINE PLACE NB,BELLEFONTAINE RD @ FONTAINE PLACE NB,0,6793
38.72922,,-90.240125,6790,FAR SIDE LEWIS-CLARK BLVD @ JENNINGS STATION NB,LEWIS-CLARK BLVD @ JENNINGS STATION NB,0,6790
38.730362,,-90.235939,6791,NEAR SIDE JENNINGS STATION RD @ ASTORIA EB,JENNINGS STATION RD @ ASTORIA EB,0,6791
38.74482,,-90.22487,6799,FAR SIDE BELLEFONTAINE RD @ BIRITZ NB,BELLEFONTAINE RD @ BIRITZ NB,0,6799
38.770755,,-90.288631,273,,STLCC FLORISSANT VALLEY,0,273
38.618464,,-90.222649,3487,NEAR SIDE PARK AVE @ OHIO AVE EB,PARK AVE @ OHIO AVE EB,0,3487
38.550132,,-89.910488,12019,NEAR SIDE LEBANON AVE @ EAGLE DR EB,LEBANON AVE @ EAGLE DR EB,0,12019
38.549888,,-89.911555,12018,NEAR SIDE LEBANON AVE @ TWIN OAKS DR EB,LEBANON AVE @ TWIN OAKS DR EB,0,12018
38.548085,,-89.921322,12015,FAR SIDE LEBANON AVE @ SIR LAWRENCE DR EB,LEBANON AVE @ SIR LAWRENCE DR EB,0,12015
38.547574,,-89.924696,12014,NEAR SIDE LEBANON AVE @ RAMONA DR EB,LEBANON AVE @ RAMONA DR EB,0,12014
38.549558,,-89.913515,12017,FAR SIDE LEBANON AVE @ INNSBRUCK LN EB,LEBANON AVE @ INNSBRUCK LN EB,0,12017
38.548675,,-89.917657,12016,NEAR SIDE LEBANON AVE @ ARCHVIEW DR EB,LEBANON AVE @ ARCHVIEW DR EB,0,12016
38.543976,,-89.938136,12011,MID-BLOCK LEBANON AVE @ 2620 LEBANON AVE EB,LEBANON AVE @ 2620 LEBANON AVE EB,0,12011
38.54335,,-89.939808,12010,NEAR SIDE LEBANON AVE @ WARRIOR WAY EB,LEBANON AVE @ WARRIOR WAY EB,0,12010
38.547056,,-89.928465,12013,FAR SIDE LEBANON AVE @ N GREEN MT RD EB,LEBANON AVE @ N GREEN MT RD EB,0,12013
38.544576,,-89.936556,12012,NEAR SIDE LEBANON AVE @ ST JOHN DR EB,LEBANON AVE @ ST JOHN DR EB,0,12012
38.729674,,-90.244499,15951,FAR SIDE HALLS FERRY RD @ ALTONWOOD DR NB,HALLS FERRY RD @ ALTONWOOD DR NB,0,15951
38.630192,,-90.278631,15482,MID-BLOCK OAKLAND AVE @ HIGHLANDER DR WB,OAKLAND AVE @ HIGHLANDER DR WB,0,15482
38.620875,,-90.255452,15481,FAR SIDE TOWER GROVE AVE @ BLAINE NB,TOWER GROVE AVE @ BLAINE NB,0,15481
38.67285,,-90.244001,9258,FAR SIDE NATURAL BRIDGE AVE @ MARCUS EB,NATURAL BRIDGE AVE @ MARCUS EB,0,9258
38.672142,,-90.242252,9259,FAR SIDE NATURAL BRIDGE AVE @ CORA EB,NATURAL BRIDGE AVE @ CORA EB,0,9259
38.675189,,-90.249377,9256,NEAR SIDE NATURAL BRIDGE AVE @ EUCLID EB,NATURAL BRIDGE AVE @ EUCLID EB,0,9256
38.673747,,-90.246075,9257,NEAR SIDE NATURAL BRIDGE AVE @ SHREVE EB,NATURAL BRIDGE AVE @ SHREVE EB,0,9257
38.676426,,-90.252332,9254,NEAR SIDE NATURAL BRIDGE  AVE @ KINGSHIGHWAY EB,NATURAL BRIDGE  AVE @ KINGSHIGHWAY EB,0,9254
38.67606,,-90.25139,9255,FAR SIDE NATURAL BRIDGE AVE @ KINGSHIGHWAY EB,NATURAL BRIDGE AVE @ KINGSHIGHWAY EB,0,9255
38.678003,,-90.255912,9252,FAR SIDE NATURAL BRIDGE AVE @ GERALDINE EB,NATURAL BRIDGE AVE @ GERALDINE EB,0,9252
38.67835,,-90.256221,9253,FAR SIDE NATURAL BRIDGE AVE @ GERALDINE WB,NATURAL BRIDGE AVE @ GERALDINE WB,0,9253
38.67983,,-90.259782,9250,FAR SIDE NATURAL BRIDGE AVE @ ABNER PLACE EB,NATURAL BRIDGE AVE @ ABNER PLACE EB,0,9250
38.679067,,-90.25811,9251,FAR SIDE NATURAL BRIDGE AVE @ UNION EB,NATURAL BRIDGE AVE @ UNION EB,0,9251
38.704883,,-90.442009,15957,NEAR SIDE WELDON PKWY @ FEE FEE SB,WELDON PKWY @ FEE FEE SB,0,15957
38.654723,,-90.202181,3519,NEAR SIDE N FLORISSANT AVE @ HEBERT ST NB,N FLORISSANT AVE @ HEBERT ST NB,0,3519
38.65337,,-90.20138,3518,NEAR SIDE N FLORISSANT AVE @ SULLIVAN AVE NB,N FLORISSANT AVE @ SULLIVAN AVE NB,0,3518
38.645102,,-90.197108,3512,NEAR SIDE N FLORISSANT AVE @ MADISON ST NB,N FLORISSANT AVE @ MADISON ST NB,0,3512
38.643315,,-90.195764,3511,FAR SIDE N FLORISSANT AVE @ BLAIR AVE NB,N FLORISSANT AVE @ BLAIR AVE NB,0,3511
38.650426,,-90.199744,3516,NEAR SIDE N FLORISSANT AVE @ ST LOUIS AVE NB,N FLORISSANT AVE @ ST LOUIS AVE NB,0,3516
38.647648,,-90.198334,3514,FAR SIDE N FLORISSANT AVE @ N MARKET ST NB,N FLORISSANT AVE @ N MARKET ST NB,0,3514
38.708696,,-90.415056,6978,NEAR SIDE DORSETT RD @ ADIE EB,DORSETT RD @ ADIE EB,0,6978
38.654722,,-90.405547,2685,FAR SIDE LINDBERGH @ LADUE RD SB,LINDBERGH @ LADUE RD SB,0,2685
38.648917,,-90.405548,2686,NEAR SIDE LINDBERGH @ CHAMINADE DR SB,LINDBERGH @ CHAMINADE DR SB,0,2686
38.772003,,-90.455649,14625,NEAR SIDE LAKEFRONT DR @ VENTURES WAY NB,LAKEFRONT DR @ VENTURES WAY NB,0,14625
38.773826,,-90.456322,14626,NEAR SIDE LAKEFRONT DR @ 13188 RIDER TRAIL NORTH NB,LAKEFRONT DR @ 13188 RIDER TRAIL NORTH NB,0,14626
38.775724,,-90.458076,14627,NEAR SIDE RIDER TRL N @ EARTH CITY EXPY WB,RIDER TRL N @ EARTH CITY EXPY WB,0,14627
38.817577,,-90.27072,14620,FAR SIDE LINDBERGH @ ROBBINS GROVE EB,LINDBERGH @ ROBBINS GROVE EB,0,14620
38.748424,,-90.463288,14621,FAR SIDE EARTH CITY EXP @ RIVERPORT NORTH SB,EARTH CITY EXP @ RIVERPORT NORTH SB,0,14621
38.766721,,-90.454652,14622,NEAR SIDE LAKEFRONT DR @ 13390 LAKEFRONT NB,LAKEFRONT DR @ 13390 LAKEFRONT NB,0,14622
38.767845,,-90.453885,14623,MID-BLOCK LAKEFRONT DR @ 13342 LAKEFRONT NB,LAKEFRONT DR @ 13342 LAKEFRONT NB,0,14623
38.776162,,-90.46112,14628,MID-BLOCK RIDER TRL N @ 13789 RIDER TRAIL NORTH WB,RIDER TRL N @ 13789 RIDER TRAIL NORTH WB,0,14628
38.771684,,-90.46535,14629,NEAR SIDE GREEN ASH DR @ SHORELINE SB,GREEN ASH DR @ SHORELINE SB,0,14629
38.576345,,-90.176404,13058,NEAR SIDE FALLING SPRING RD @ JEROME LN NB,FALLING SPRING RD @ JEROME LN NB,0,13058
38.577858,,-90.17481,13059,NEAR SIDE FALLING SPRINGS RD @ KINDER ST NB,FALLING SPRINGS RD @ KINDER ST NB,0,13059
38.574932,,-90.178576,13057,NEAR SIDE FALLING SPRING RD @ UPPER CAHOKIA RD NB,FALLING SPRING RD @ UPPER CAHOKIA RD NB,0,13057
38.5567,,-90.199123,13055,FAR SIDE WATER ST @ GARDEN ST NB,WATER ST @ GARDEN ST NB,0,13055
38.695641,,-90.396614,6987,FAR SIDE LACKLAND RD @ WARSON EB,LACKLAND RD @ WARSON EB,0,6987
38.699618,,-90.329768,7188,NEAR SIDE ST CHARLES ROCK RD @ WHEATON EB,ST CHARLES ROCK RD @ WHEATON EB,0,7188
38.698661,,-90.327959,7189,FAR SIDE ST CHARLES ROCK RD @ HANLEY EB,ST CHARLES ROCK RD @ HANLEY EB,0,7189
38.711407,,-90.351727,7180,FAR SIDE ST CHARLES ROCK RD @ EMINENCE EB,ST CHARLES ROCK RD @ EMINENCE EB,0,7180
38.710597,,-90.350199,7181,FAR SIDE ST CHARLES ROCK RD @ BROWN EB,ST CHARLES ROCK RD @ BROWN EB,0,7181
38.709024,,-90.347299,7182,MID-BLOCK ST CHARLES ROCK RD @ 8756 ROCK ROAD EB,ST CHARLES ROCK RD @ 8756 ROCK ROAD EB,0,7182
38.708041,,-90.345583,7183,FAR SIDE ST CHARLES ROCK RD @ MCKIBBON EB,ST CHARLES ROCK RD @ MCKIBBON EB,0,7183
38.706852,,-90.34331,7184,FAR SIDE ST CHARLES ROCK RD @ BURTON EB,ST CHARLES ROCK RD @ BURTON EB,0,7184
38.702596,,-90.335426,7186,FAR SIDE ST CHARLES ROCK RD @ LACKLAND EB,ST CHARLES ROCK RD @ LACKLAND EB,0,7186
38.608603,,-90.131512,12833,NEAR SIDE N 25TH ST @ ILLINOIS AVE NB,N 25TH ST @ ILLINOIS AVE NB,0,12833
38.609218,,-90.131126,12832,NEAR SIDE N 25TH ST @ LOUISIANA  BLVD NB,N 25TH ST @ LOUISIANA  BLVD NB,0,12832
38.610767,,-90.13018,12831,NEAR SIDE N 25TH ST @ BELLEVIEW AVE NB,N 25TH ST @ BELLEVIEW AVE NB,0,12831
38.613333,,-90.12866,12830,MID-BLOCK N 25TH ST @ 510 N 25TH ST NB,N 25TH ST @ 510 N 25TH ST NB,0,12830
38.612117,,-90.257392,8549,NEAR SIDE TOWER GROVE AVE @ CLEVELAND SB,TOWER GROVE AVE @ CLEVELAND SB,0,8549
38.583213,,-89.874479,15288,FAR SIDE E HWY 50 @  AIR MOBILITY DR IL ROUTE 158 WB,E HWY 50 @  AIR MOBILITY DR IL ROUTE 158 WB,0,15288
38.639653,,-90.258791,8019,FAR SIDE TAYLOR AVE @ LACLEDE NB,TAYLOR AVE @ LACLEDE NB,0,8019
38.638547,,-90.259224,8018,FAR SIDE TAYLOR AVE @ FOREST PARK NB,TAYLOR AVE @ FOREST PARK NB,0,8018
38.540114,,-89.882481,15285,NEAR SIDE METRO PLZ LN @ SECTION LINE RD EB,METRO PLZ LN @ SECTION LINE RD EB,0,15285
38.619734,,-90.255884,8544,NEAR SIDE TOWER GROVE AVE @ MCREE SB,TOWER GROVE AVE @ MCREE SB,0,8544
38.615105,,-90.256803,8547,FAR SIDE TOWER GROVE AVE @ RUSSELL SB,TOWER GROVE AVE @ RUSSELL SB,0,8547
38.61678,,-90.256501,8546,FAR SIDE SHAW BLVD @ TOWER GROVE WB,SHAW BLVD @ TOWER GROVE WB,0,8546
38.58104,,-89.878947,15281,FAR SIDE E HWY 50 @ ARBOR PKY EB,E HWY 50 @ ARBOR PKY EB,0,15281
38.587412,,-89.928854,15280,FAR SIDE N GREENMOUNT RD @ MISTY VALLEY RD NB,N GREENMOUNT RD @ MISTY VALLEY RD NB,0,15280
38.639527,,-90.259053,8011,FAR SIDE TAYLOR AVE @ LACLEDE SB,TAYLOR AVE @ LACLEDE SB,0,8011
38.64082,,-90.258608,8010,FAR SIDE TAYLOR AVE @ W PINE SB,TAYLOR AVE @ W PINE SB,0,8010
38.769391,,-90.386688,4592,FAR SIDE PHANTOM DR @ ANGLUM WB,PHANTOM DR @ ANGLUM WB,0,4592
38.655962,,-90.30416,2034,NEAR SIDE DELMAR BLVD @ WESTGATE AVE WB,DELMAR BLVD @ WESTGATE AVE WB,0,2034
38.77544,,-90.387145,4596,FAR SIDE MCDONNELL BLVD @ CAMPUS PKWY WB,MCDONNELL BLVD @ CAMPUS PKWY WB,0,4596
38.565506,,-90.510812,13602,NEAR SIDE HANNA RD @ ALPINE RIDGE DR NB,HANNA RD @ ALPINE RIDGE DR NB,0,13602
38.655386,,-90.294824,2030,MID-BLOCK DES PERES @ DELMAR LOOP METROLINK WB,DES PERES @ DELMAR LOOP METROLINK WB,0,2030
38.561451,,-89.87978,10889,FAR SIDE AIR MOBILITY DR IL ROUTE 158 @ WHERRY RD  NB,AIR MOBILITY DR IL ROUTE 158 @ WHERRY RD  NB,0,10889
38.638227,,-90.259607,15007,NEAR SIDE FOREST PARK AVE @ TAYLOR EB,FOREST PARK AVE @ TAYLOR EB,0,15007
38.566871,,-90.428753,13605,FAR SIDE BIG BEND RD @ GLENFORD CT EB,BIG BEND RD @ GLENFORD CT EB,0,13605
38.639361,,-90.26524,15006,FAR SIDE FOREST PARK AVE @ KINGSHIGHWAY EB,FOREST PARK AVE @ KINGSHIGHWAY EB,0,15006
38.746851,,-90.249706,6535,NEAR SIDE MONARCH DR @ BERWYN SB,MONARCH DR @ BERWYN SB,0,6535
38.628648,,-90.293611,15003,FAR SIDE CLAYTON AVE @ ART HILL PL EB,CLAYTON AVE @ ART HILL PL EB,0,15003
38.759388,,-90.250863,6530,NEAR SIDE MONARCH DR @ COUNTESS SB,MONARCH DR @ COUNTESS SB,0,6530
38.757176,,-90.250858,6531,FAR SIDE MONARCH DR @ DUCHESS SB,MONARCH DR @ DUCHESS SB,0,6531
38.539891,,-90.266023,393,,CATALAN LOOP,0,393
38.580459,,-90.228407,394,NEAR SIDE BROADWAY @ GASCONADE NB,BROADWAY @ GASCONADE NB,0,394
38.628181,,-90.264717,2309,FAR SIDE KINGSHIGHWAY BLVD @ OAKLAND  AVE SB,KINGSHIGHWAY BLVD @ OAKLAND  AVE SB,0,2309
38.638792,,-90.262221,2308,FAR SIDE FOREST PARK AVE @ EUCLID EB,FOREST PARK AVE @ EUCLID EB,0,2308
38.654318,,-90.263161,2300,FAR SIDE KINGSHIGHWAY BLVD @ HODIAMONT RIGHT WAY SB,KINGSHIGHWAY BLVD @ HODIAMONT RIGHT WAY SB,0,2300
38.650019,,-90.263881,2303,NEAR SIDE KINGSHIGHWAY BLVD @ MCPHERSON AVE SB,KINGSHIGHWAY BLVD @ MCPHERSON AVE SB,0,2303
38.65133,,-90.263668,2302,FAR SIDE KINGSHIGHWAY BLVD @ DELMAR BLVD SB,KINGSHIGHWAY BLVD @ DELMAR BLVD SB,0,2302
38.667257,,-90.310549,4721,NEAR SIDE ETZEL AVE @ FERGUSON EB,ETZEL AVE @ FERGUSON EB,0,4721
38.667549,,-90.313372,4720,NEAR SIDE ETZEL AVE @ PURCELL EB,ETZEL AVE @ PURCELL EB,0,4720
38.644071,,-90.264913,2306,NEAR SIDE KINGSHIGHWAY BLVD @ LINDELL BLVD SB,KINGSHIGHWAY BLVD @ LINDELL BLVD SB,0,2306
38.649103,,-90.227951,16064,FAR SIDE CASS AVE @ SPRING WB,CASS AVE @ SPRING WB,0,16064
38.648605,,-90.511048,16065,FAR SIDE S WOODS MILL RD @ CONWAY RD SB,S WOODS MILL RD @ CONWAY RD SB,0,16065
38.685258,,-90.301537,16066,,ROCK ROAD METROBUS LOOP @ METROLINK,0,16066
38.558783,,-89.984609,16060,NEAR SIDE N ILLINOIS ST (IL ROUTE 159) @ N ROUND HILL RD NB,N ILLINOIS ST (IL ROUTE 159) @ N ROUND HILL RD NB,0,16060
38.645486,,-90.316039,16061,NEAR SIDE BIG BEND BLVD @ SHEPLEY NB,BIG BEND BLVD @ SHEPLEY NB,0,16061
38.751632,,-90.30895,5841,FAR SIDE N FLORISSANT RD @ JANUARY SB,N FLORISSANT RD @ JANUARY SB,0,5841
38.719537,,-90.315188,16063,,N HANLEY METROBUS LOOP @ METROLINK,0,16063
38.524959,,-89.994667,11285,FAR SIDE GILBERT ST @ KINSELLA AVE EB,GILBERT ST @ KINSELLA AVE EB,0,11285
38.525027,,-89.991459,11284,FAR SIDE GILBERT ST @ SHORT ST WB,GILBERT ST @ SHORT ST WB,0,11284
38.725302,,-90.303902,5849,NEAR SIDE S FLORISSANT RD @ EVANS SB,S FLORISSANT RD @ EVANS SB,0,5849
38.727602,,-90.302584,5848,MID-BLOCK S FLORISSANT RD @ 1351 S FLORISSANT SB,S FLORISSANT RD @ 1351 S FLORISSANT SB,0,5848
38.7198,,-90.26514,3748,NEAR SIDE W FLORISSANT AVE @ RAMSEY DR SB,W FLORISSANT AVE @ RAMSEY DR SB,0,3748
38.71871,,-90.26289,3749,FAR SIDE W FLORISSANT AVE @ GLENBORO DR SB,W FLORISSANT AVE @ GLENBORO DR SB,0,3749
38.72052,,-90.26635,3747,NEAR SIDE W FLORISSANT AVE @ COLLEGE AVE SB,W FLORISSANT AVE @ COLLEGE AVE SB,0,3747
38.72225,,-90.27066,3744,FAR SIDE W FLORISSANT AVE @ MC CLARAN AVE SB,W FLORISSANT AVE @ MC CLARAN AVE SB,0,3744
38.749325,,-90.283193,3742,FAR SIDE CHAMBERS RD @ DELLWOOD DR EB,CHAMBERS RD @ DELLWOOD DR EB,0,3742
38.72356,,-90.27271,3743,FAR SIDE W FLORISSANT AVE @ SUNBURY AVE SB,W FLORISSANT AVE @ SUNBURY AVE SB,0,3743
38.749361,,-90.287585,3740,FAR SIDE CHAMBERS RD @ FORESTWOOD DR EB,CHAMBERS RD @ FORESTWOOD DR EB,0,3740
38.749303,,-90.263566,4622,NEAR SIDE CHAMBERS RD @ GREEN VALLEY DR EB,CHAMBERS RD @ GREEN VALLEY DR EB,0,4622
38.749251,,-90.259373,4625,FAR SIDE CHAMBERS RD @ JACOBI AVE EB,CHAMBERS RD @ JACOBI AVE EB,0,4625
38.749248,,-90.258049,4626,NEAR SIDE CHAMBERS RD @ NOLTE AVE EB,CHAMBERS RD @ NOLTE AVE EB,0,4626
38.749245,,-90.256272,4627,NEAR SIDE CHAMBERS RD @ HOBBITS GLEN CT EB,CHAMBERS RD @ HOBBITS GLEN CT EB,0,4627
38.749205,,-90.25381,4628,FAR SIDE CHAMBERS RD @ HALLS FERRY RD EB,CHAMBERS RD @ HALLS FERRY RD EB,0,4628
38.664263,,-90.644349,13538,NEAR SIDE EDISON AVE @ SPIRIT OF STL BLVD WB,EDISON AVE @ SPIRIT OF STL BLVD WB,0,13538
38.596388,,-90.585642,5202,NEAR SIDE CLARKSON RD @ VERO LN NB,CLARKSON RD @ VERO LN NB,0,5202
38.539358,,-90.053394,14535,MID-BLOCK ST CLAIR HOUSING,ST CLAIR HOUSING,0,14535
38.490438,,-89.797219,11016,NEAR SIDE E MAIN ST @ N RAILWAY ST WB,E MAIN ST @ N RAILWAY ST WB,0,11016
38.526671,,-89.974519,11991,NEAR SIDE LEBANON AVE @ ARTHUR ST EB,LEBANON AVE @ ARTHUR ST EB,0,11991
38.66107,,-90.289636,13289,FAR SIDE HAMILTON AVE @ MAPLE SB,HAMILTON AVE @ MAPLE SB,0,13289
38.662491,,-90.28937,13288,NEAR SIDE HAMILTON AVE @ HORTON PLACE SB,HAMILTON AVE @ HORTON PLACE SB,0,13288
38.676207,,-90.287276,13285,NEAR SIDE DR ML KING DR @ KIENLEN EB,DR ML KING DR @ KIENLEN EB,0,13285
38.678661,,-90.291973,13283,FAR SIDE DR ML KING DR @ OGDEN EB,DR ML KING DR @ OGDEN EB,0,13283
38.649536,,-90.300783,172,NEAR SIDE SKINKER BLVD @ FOREST PARK PARKWAY SB,SKINKER BLVD @ FOREST PARK PARKWAY SB,0,172
38.680137,,-90.2844,13280,FAR SIDE KIENLEN AVE @ AUDREY SB,KIENLEN AVE @ AUDREY SB,0,13280
38.563897,,-90.193998,14160,NEAR SIDE WATER ST @ RUBY ST SB,WATER ST @ RUBY ST SB,0,14160
38.548135,,-90.199283,14166,FAR SIDE JESSE ST @ CAMP ST NB,JESSE ST @ CAMP ST NB,0,14166
38.542926,,-90.26629,10469,FAR SIDE MARCEAU ST @ MINNESOTA AVE SB,MARCEAU ST @ MINNESOTA AVE SB,0,10469
38.76976,,-90.201338,10390,NEAR SIDE WISKOW DR @ DUNKLIN DR EB,WISKOW DR @ DUNKLIN DR EB,0,10390
38.767978,,-90.198185,10391,NEAR SIDE MOLLERUS DR @ DUNN RD SB,MOLLERUS DR @ DUNN RD SB,0,10391
38.76348,,-90.20457,10392,NEAR SIDE LILAC AVE @ KENRAN IND BLVD SB,LILAC AVE @ KENRAN IND BLVD SB,0,10392
38.761807,,-90.207665,10393,NEAR SIDE LILAC AVE @ FOXLAIR DR SB,LILAC AVE @ FOXLAIR DR SB,0,10393
38.757638,,-90.210747,10395,NEAR SIDE LILAC AVE @ SHEPLEY DR SB,LILAC AVE @ SHEPLEY DR SB,0,10395
38.756246,,-90.21045,10396,FAR SIDE SHEPLEY DR @ LILAC AVE EB,SHEPLEY DR @ LILAC AVE EB,0,10396
38.755528,,-90.208699,10397,FAR SIDE SHEPLEY DR @ MELVICH DR EB,SHEPLEY DR @ MELVICH DR EB,0,10397
38.756283,,-90.206942,10398,FAR SIDE SHEPLEY DR @ DURNESS DR EB,SHEPLEY DR @ DURNESS DR EB,0,10398
38.756236,,-90.205851,10399,FAR SIDE SHEPLEY DR @ RENFREW DR EB,SHEPLEY DR @ RENFREW DR EB,0,10399
38.678445,,-90.274948,7219,FAR SIDE GOODFELLOW BLVD @ TERRY NB,GOODFELLOW BLVD @ TERRY NB,0,7219
38.673595,,-90.282468,7211,NEAR SIDE DR ML KING DR @ HAMILTON EB,DR ML KING DR @ HAMILTON EB,0,7211
38.672961,,-90.281152,7212,FAR SIDE DR ML KING DR @ ROWAN EB,DR ML KING DR @ ROWAN EB,0,7212
38.672244,,-90.279413,7213,NEAR SIDE GOODFELLOW BLVD @ DR ML KING SB,GOODFELLOW BLVD @ DR ML KING SB,0,7213
38.674684,,-90.277499,7215,FAR SIDE GOODFELLOW BLVD @ LOTUS NB,GOODFELLOW BLVD @ LOTUS NB,0,7215
38.676049,,-90.276595,7216,NEAR SIDE GOODFELLOW BLVD @ HIGHLAND NB,GOODFELLOW BLVD @ HIGHLAND NB,0,7216
38.676949,,-90.275954,7217,FAR SIDE GOODFELLOW BLVD @ KENNERLY NB,GOODFELLOW BLVD @ KENNERLY NB,0,7217
38.548198,,-90.033858,12226,NEAR SIDE W MAIN ST @ FRANK SCOTT PKWY W WB,W MAIN ST @ FRANK SCOTT PKWY W WB,0,12226
38.546317,,-90.031982,12224,MID-BLOCK W MAIN ST @ 5315 W MAIN ST WB,W MAIN ST @ 5315 W MAIN ST WB,0,12224
38.544855,,-90.029779,12222,FAR SIDE W MAIN ST @ S 51ST ST WB,W MAIN ST @ S 51ST ST WB,0,12222
38.543626,,-90.02798,12220,FAR SIDE W MAIN ST @ N 49TH ST WB,W MAIN ST @ N 49TH ST WB,0,12220
38.670194,,-90.222964,6252,NEAR SIDE LEE AVE @ CLAY WB,LEE AVE @ CLAY WB,0,6252
38.550714,,-90.036275,12228,NEAR SIDE W MAIN ST @ N 60TH ST WB,W MAIN ST @ N 60TH ST WB,0,12228
38.748443,,-90.204161,4650,NEAR SIDE NORTHGATE DR @ HABECKING DR EB,NORTHGATE DR @ HABECKING DR EB,0,4650
38.645406,,-90.525433,15709,FAR SIDE S OUTER FORTY DR @ YARMOUTH PT DR EB,S OUTER FORTY DR @ YARMOUTH PT DR EB,0,15709
38.718027,,-90.261175,15700,NEAR SIDE JENNINGS STATION RD @ W FLORISSANT SB,JENNINGS STATION RD @ W FLORISSANT SB,0,15700
38.756346,,-90.228338,6810,NEAR SIDE CABOT DR @ COBURG LANDS EB,CABOT DR @ COBURG LANDS EB,0,6810
38.75938,,-90.22447,6813,NEAR SIDE COBURG LANDS DR @ DARR NB,COBURG LANDS DR @ DARR NB,0,6813
38.757875,,-90.225475,6812,NEAR SIDE COBURG LANDS DR @ BLISS NB,COBURG LANDS DR @ BLISS NB,0,6812
38.697877,,-90.421008,15704,FAR SIDE LACKLAND RD @ WESTPORT CENTER DR WB,LACKLAND RD @ WESTPORT CENTER DR WB,0,15704
38.635063,,-90.204303,15873,NEAR SIDE 18TH ST @ DELMAR BLVD SB,18TH ST @ DELMAR BLVD SB,0,15873
38.766315,,-90.221298,6817,NEAR SIDE BELLEFONTAINE RD @ QUIET NB,BELLEFONTAINE RD @ QUIET NB,0,6817
38.670156,,-90.4434,15871,FAR SIDE NEW BALLAS RD @ OLIVE BLVD SB,NEW BALLAS RD @ OLIVE BLVD SB,0,15871
38.805264,,-90.330744,9757,FAR SIDE PATTERSON RD @ HUNDLEY SB,PATTERSON RD @ HUNDLEY SB,0,9757
38.809594,,-90.328702,9755,FAR SIDE PATTERSON RD @ HUMES SB,PATTERSON RD @ HUMES SB,0,9755
38.812182,,-90.326301,9753,NEAR SIDE PATTERSON RD @ FALCON SB,PATTERSON RD @ FALCON SB,0,9753
38.81427,,-90.32472,9752,NEAR SIDE PATTERSON RD @ CENTRAL PKWY SB,PATTERSON RD @ CENTRAL PKWY SB,0,9752
